ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,timestamp
0.13,0.16,-0.95,11.74,24.73,-16.61,-0.30,0.72,0.65,9.38,25.80,6.22,1764277181.687192
0.16,0.12,-0.99,13.96,21.96,-20.65,-0.30,0.72,0.64,5.32,32.62,9.24,1764277181.713283
0.14,-0.02,-1.08,19.07,25.84,-38.85,-0.36,0.71,0.60,-4.66,51.42,14.84,1764277181.722778
0.12,-0.01,-1.08,30.15,37.82,-59.41,-0.37,0.71,0.63,-12.70,69.00,21.84,1764277181.7452052
0.15,0.07,-1.00,38.80,45.87,-76.23,-0.35,0.71,0.62,-21.98,77.79,27.07,1764277181.760593
0.16,0.12,-0.92,35.18,44.51,-79.43,-0.30,0.71,0.69,-21.78,74.46,33.76,1764277181.779916
0.16,0.18,-0.95,23.46,38.02,-73.77,-0.30,0.73,0.71,-20.86,61.04,38.84,1764277181.7950182
0.20,0.28,-0.97,11.24,36.04,-68.50,-0.20,0.76,0.76,-11.25,41.24,39.40,1764277181.8167906
0.21,0.51,-0.83,-7.27,22.16,-32.57,-0.24,0.75,0.73,0.35,16.69,34.99,1764277181.8340979
0.18,0.13,-1.07,-7.15,16.02,-32.44,-0.28,0.73,0.71,-0.48,16.87,34.97,1764277181.8626287
0.18,0.27,-1.02,-5.25,22.49,-38.38,-0.25,0.74,0.72,-1.64,22.65,32.85,1764277181.8709042
0.17,0.35,-1.00,-1.58,23.43,-34.08,-0.25,0.73,0.71,4.05,24.21,29.69,1764277181.8948326
0.18,0.24,-1.05,7.37,25.88,-35.79,-0.22,0.74,0.70,3.26,31.13,25.72,1764277181.9112127
0.23,0.43,-0.89,3.43,26.33,-29.31,-0.18,0.75,0.71,10.11,22.42,19.15,1764277181.92342
0.25,0.41,-0.90,5.55,16.33,-8.98,-0.17,0.73,0.69,11.79,15.17,10.99,1764277181.9399843
0.23,0.27,-0.92,7.91,12.31,-10.22,-0.22,0.73,0.66,7.36,18.01,6.90,1764277181.957022
0.16,0.26,-1.11,10.65,19.97,-9.64,-0.25,0.74,0.72,10.66,20.12,6.31,1764277181.980189
0.20,0.27,-0.94,7.95,24.84,-5.62,-0.24,0.73,0.69,14.82,15.79,6.56,1764277181.9974654
0.25,0.21,-0.87,6.77,16.60,-8.86,-0.24,0.73,0.64,10.69,15.92,6.57,1764277182.0127566
0.26,0.20,-0.87,6.53,10.31,-5.56,-0.24,0.72,0.63,5.40,14.53,5.96,1764277182.0372171
0.26,0.26,-0.85,3.72,1.55,-4.55,-0.22,0.71,0.64,3.60,5.50,2.75,1764277182.0484252
0.24,0.23,-0.90,-0.82,-1.73,2.33,-0.25,0.71,0.63,2.52,0.15,0.21,1764277182.0677173
0.22,0.21,-0.94,-0.85,-1.44,3.18,-0.25,0.71,0.63,2.25,0.55,-0.32,1764277182.0829613
0.22,0.19,-0.91,-0.84,-1.62,2.05,-0.26,0.71,0.63,2.24,0.76,-0.68,1764277182.1013756
0.22,0.19,-0.95,-0.82,-0.25,2.37,-0.27,0.71,0.64,1.76,0.91,-0.72,1764277182.1222255
0.23,0.19,-0.92,1.82,-3.61,-0.18,-0.26,0.71,0.64,-1.42,2.61,-0.98,1764277182.138339
0.22,0.20,-0.97,0.79,-4.40,-0.96,-0.27,0.73,0.66,-1.64,1.39,-0.80,1764277182.1563454
0.22,0.20,-0.95,-0.49,-3.60,0.23,-0.26,0.73,0.64,-1.31,0.54,-0.93,1764277182.1739175
0.23,0.21,-0.93,-2.12,-5.53,1.51,-0.27,0.73,0.66,-1.64,-0.76,-1.40,1764277182.1948845
0.22,0.21,-0.97,-3.07,-6.85,0.31,-0.28,0.74,0.66,-1.68,-1.50,-0.88,1764277182.2112772
0.21,0.20,-1.01,-0.50,-5.12,1.75,-0.28,0.74,0.67,-1.39,0.02,-0.99,1764277182.2334294
0.21,0.22,-1.00,0.34,-2.35,1.68,-0.27,0.75,0.66,0.79,-0.01,-1.06,1764277182.2459505
0.22,0.23,-0.98,-0.96,-2.29,2.05,-0.28,0.75,0.67,2.59,0.10,-1.43,1764277182.2629957
0.22,0.21,-0.98,0.95,-2.31,3.90,-0.28,0.75,0.67,2.04,1.66,-2.79,1764277182.2831242
0.20,0.21,-1.00,2.32,0.07,0.57,-0.28,0.74,0.68,2.76,2.99,-3.05,1764277182.3006403
0.21,0.20,-0.97,1.98,-0.74,4.11,-0.28,0.74,0.67,2.42,2.56,-2.68,1764277182.3206377
0.20,0.20,-1.00,1.60,-0.10,2.30,-0.28,0.74,0.68,3.85,1.23,-0.90,1764277182.3377154
0.21,0.21,-0.99,-0.52,0.92,3.07,-0.28,0.74,0.67,5.62,-0.86,0.11,1764277182.3550634
0.22,0.17,-0.93,-1.71,-0.56,2.37,-0.28,0.74,0.66,4.03,0.52,0.86,1764277182.3828824
0.22,0.22,-0.88,-0.40,-10.02,3.35,-0.27,0.74,0.67,4.13,-2.23,2.50,1764277182.3982286
0.21,0.20,-0.95,-1.22,-14.24,4.77,-0.26,0.74,0.67,3.69,-2.95,2.61,1764277182.4142494
0.14,0.23,-0.46,5.40,-45.35,11.41,-0.28,0.74,0.68,5.44,-3.74,4.62,1764277182.430361
0.12,0.36,-0.02,34.72,-207.63,33.15,-0.26,0.76,0.67,3.78,-11.21,8.50,1764277182.4463482
-0.18,0.27,0.00,24.50,-250.14,58.41,-0.23,0.75,0.71,3.45,-24.87,9.34,1764277182.4613683
-0.54,-0.06,-0.13,19.66,-250.14,43.24,-0.26,0.72,0.69,-5.39,-32.89,7.79,1764277182.5171885
-0.64,0.06,-1.49,37.34,-250.14,15.13,-0.25,0.72,0.68,-4.75,-36.08,3.50,1764277182.5172899
-0.77,0.21,-2.00,52.23,-250.14,9.83,-0.27,0.70,0.69,0.81,-37.23,-1.55,1764277182.5174298
-0.74,0.00,-0.64,24.92,-250.14,-6.98,-0.25,0.71,0.68,9.04,-28.09,-8.63,1764277182.5409884
-0.77,0.12,-0.93,7.36,-250.14,-9.29,-0.25,0.73,0.63,7.45,-8.31,-13.05,1764277182.5562375
-0.61,0.11,-1.48,1.39,-186.78,-11.37,-0.24,0.69,0.62,-0.53,0.31,-14.08,1764277182.5711088
-0.58,0.07,-1.41,1.78,-53.99,-10.58,-0.24,0.71,0.66,-4.75,6.67,-11.72,1764277182.5882149
-0.73,0.16,-1.20,3.71,88.56,-5.92,-0.22,0.73,0.72,4.93,-0.83,-7.47,1764277182.605844
-0.66,0.13,-1.03,6.13,161.11,5.53,-0.23,0.73,0.67,8.15,-5.62,-0.21,1764277182.623712
-0.74,0.15,-1.56,-3.96,250.13,18.21,-0.23,0.72,0.71,16.36,-6.63,7.30,1764277182.6472316
-0.71,0.10,-1.56,-27.83,250.13,25.47,-0.21,0.72,0.63,13.08,-9.40,11.74,1764277182.6666148
-0.68,-0.06,-0.92,-59.94,250.13,7.88,-0.23,0.74,0.67,7.85,-9.76,13.72,1764277182.6788428
-0.54,0.07,-0.56,-61.50,250.13,-13.87,-0.22,0.74,0.70,4.31,-4.18,11.44,1764277182.7038887
-0.34,0.22,-0.43,-44.54,250.13,-12.56,-0.22,0.75,0.71,5.24,-2.09,8.37,1764277182.7145133
-0.14,0.22,-0.55,-35.95,206.35,-12.16,-0.21,0.75,0.69,8.38,1.27,6.18,1764277182.7314274
-0.00,0.33,-0.70,-23.05,136.16,-2.91,-0.20,0.75,0.68,10.11,-0.42,3.89,1764277182.7490554
0.10,0.31,-0.87,-16.23,109.20,8.24,-0.20,0.74,0.67,7.81,-1.63,1.23,1764277182.7730966
0.06,0.25,-0.92,-14.31,91.12,9.11,-0.20,0.74,0.69,7.56,-1.92,-0.66,1764277182.801734
0.10,0.20,-0.88,-12.50,79.00,10.87,-0.20,0.74,0.67,8.22,1.05,-1.11,1764277182.8025124
0.11,0.20,-0.84,-8.34,58.02,5.13,-0.21,0.74,0.66,8.35,1.56,-0.95,1764277182.8229527
0.16,0.21,-0.83,-6.47,33.46,5.45,-0.20,0.74,0.67,7.83,1.11,-1.09,1764277182.8469121
0.16,0.17,-0.92,-6.27,20.08,3.94,-0.21,0.73,0.67,6.90,-1.23,-1.06,1764277182.8575332
0.18,0.27,-0.90,-7.28,20.30,6.05,-0.23,0.74,0.67,5.21,-1.20,0.31,1764277182.8755226
0.18,0.25,-0.97,-5.23,15.09,9.37,-0.22,0.75,0.67,5.05,-1.69,0.70,1764277182.895068
0.16,0.29,-0.88,-0.39,0.18,15.41,-0.21,0.76,0.71,10.60,-5.90,0.83,1764277182.9128935
0.09,0.20,0.56,10.28,-122.08,22.85,-0.21,0.78,0.69,7.13,-5.62,2.75,1764277182.92903
-0.35,0.46,2.00,52.41,-250.14,64.70,-0.14,0.78,0.62,-6.35,-14.65,-0.33,1764277182.9467351
-1.72,-0.51,-0.43,120.39,-250.14,29.72,-0.18,0.68,0.65,-35.27,-23.76,-13.64,1764277182.9644318
-1.63,0.07,-2.00,-6.29,-250.14,-46.20,-0.33,0.69,0.76,-20.78,-3.54,-14.63,1764277182.984929
-0.70,0.18,-2.00,-16.55,-250.14,-18.69,-0.18,0.75,0.70,-1.63,-2.78,-12.11,1764277183.0022886
-0.72,0.22,-1.69,-16.97,-212.35,-13.26,-0.23,0.70,0.68,0.01,10.51,-12.41,1764277183.0188272
-0.62,0.14,-1.45,-5.23,-10.05,-8.76,-0.20,0.73,0.71,6.95,7.20,-9.25,1764277183.038227
-0.69,0.17,-0.88,2.80,54.17,-2.18,-0.21,0.73,0.69,8.53,3.20,-8.48,1764277183.065945
-0.61,0.15,-0.77,4.22,69.89,-5.66,-0.20,0.72,0.66,1.27,4.85,-7.08,1764277183.0731502
-0.70,0.15,-1.14,5.94,138.11,3.43,-0.22,0.73,0.71,5.72,2.23,-0.86,1764277183.0963173
-0.77,0.22,-1.31,5.44,250.13,14.08,-0.23,0.74,0.73,17.50,-2.96,3.72,1764277183.11097
-0.71,0.16,-1.44,-9.19,250.13,23.47,-0.21,0.73,0.69,20.15,-3.40,7.14,1764277183.1293538
-0.74,0.06,-1.10,-22.69,250.13,17.22,-0.23,0.76,0.71,18.79,-1.24,9.71,1764277183.1448584
-0.59,0.11,-0.65,-31.11,250.13,-2.19,-0.22,0.74,0.69,9.15,0.67,7.90,1764277183.1648872
-0.35,0.22,-0.55,-32.02,250.13,-2.11,-0.21,0.75,0.71,7.79,-1.73,6.35,1764277183.1832922
-0.23,0.19,-0.69,-28.41,236.73,-1.05,-0.21,0.75,0.69,5.59,-1.61,4.58,1764277183.200053
-0.16,0.25,-0.78,-22.13,179.56,1.19,-0.21,0.76,0.70,9.53,-1.78,4.43,1764277183.2171636
-0.05,0.24,-0.69,-19.92,137.35,3.09,-0.20,0.75,0.69,9.90,-1.38,3.43,1764277183.234671
0.03,0.27,-0.70,-7.45,72.58,9.49,-0.19,0.75,0.69,10.02,-0.77,1.63,1764277183.2813833
0.08,0.24,-0.91,-3.31,46.05,9.16,-0.18,0.74,0.68,10.20,-1.73,-0.08,1764277183.2814968
0.11,0.28,-1.09,-3.02,55.05,16.83,-0.18,0.74,0.67,8.67,-2.06,-1.50,1764277183.2951462
0.09,0.19,-0.94,-3.18,56.63,11.64,-0.18,0.75,0.68,9.22,-0.02,-1.92,1764277183.3134015
0.11,0.24,-0.55,-3.65,25.63,14.10,-0.17,0.76,0.69,11.40,-1.56,-1.37,1764277183.3298016
0.03,0.33,0.70,11.68,-138.22,31.62,-0.18,0.78,0.69,8.72,-8.04,0.80,1764277183.344788
-0.55,0.39,2.00,39.55,-250.14,74.27,-0.16,0.77,0.63,-4.36,-15.84,-5.37,1764277183.3666134
-1.97,-0.71,-1.08,120.19,-250.14,-9.97,-0.16,0.67,0.59,-38.34,-12.39,-17.17,1764277183.3809059
-1.80,0.23,-2.00,6.30,-250.14,-90.63,-0.28,0.67,0.68,-56.40,14.85,-24.60,1764277183.399863
-1.18,0.05,-1.28,-48.48,-250.14,-49.91,-0.25,0.72,0.71,-40.51,17.56,-17.93,1764277183.453048
-1.07,0.22,-1.25,-28.29,-250.14,-18.59,-0.24,0.72,0.70,-16.82,12.11,-12.08,1764277183.4531617
-0.96,0.08,-0.99,-19.92,-171.67,-8.28,-0.25,0.70,0.74,-14.80,11.09,-5.07,1764277183.4541957
-1.01,0.11,-1.27,-15.09,-19.85,7.20,-0.27,0.72,0.76,2.06,3.09,2.76,1764277183.469635
-0.97,0.16,-0.65,-8.29,64.07,14.72,-0.23,0.70,0.75,18.55,-7.78,1.75,1764277183.4889348
-0.78,0.17,-0.56,-5.63,75.76,10.92,-0.19,0.70,0.68,14.37,-4.38,0.40,1764277183.5071387
-0.82,0.18,-0.75,-2.75,117.47,8.98,-0.20,0.72,0.72,17.69,-5.50,-1.05,1764277183.5279763
-0.92,0.16,-0.94,1.34,183.44,12.88,-0.21,0.72,0.71,20.33,-4.10,0.04,1764277183.5410926
-0.90,0.21,-1.13,5.50,250.13,17.37,-0.20,0.73,0.70,29.12,-4.73,1.68,1764277183.5665033
-0.88,0.27,-1.04,8.62,250.13,35.83,-0.18,0.72,0.67,27.88,-2.23,3.07,1764277183.579718
-0.83,0.14,-0.81,2.69,250.13,37.88,-0.21,0.73,0.67,24.63,2.62,6.21,1764277183.64113
-0.67,0.11,-0.76,-10.47,250.13,26.10,-0.20,0.72,0.68,12.62,1.42,8.13,1764277183.6412442
-0.67,0.08,-0.72,-18.03,250.13,13.31,-0.22,0.74,0.70,12.77,-4.97,8.62,1764277183.64128
-0.47,0.18,-0.64,-29.74,250.13,5.45,-0.21,0.75,0.69,11.01,-4.85,8.49,1764277183.650308
-0.33,0.21,-0.77,-23.48,250.13,5.60,-0.21,0.76,0.71,11.87,-6.14,6.76,1764277183.6704893
-0.28,0.18,-0.81,-21.17,208.92,1.98,-0.22,0.75,0.70,15.63,-2.95,6.19,1764277183.6943812
-0.11,0.20,-0.81,-14.62,175.99,-2.10,-0.20,0.75,0.68,13.09,0.73,4.51,1764277183.7110136
-0.06,0.22,-0.69,-10.08,121.20,-2.16,-0.19,0.75,0.67,10.92,1.48,2.50,1764277183.7226741
-0.01,0.20,-0.74,-9.64,74.94,-0.16,-0.18,0.75,0.66,9.84,3.44,0.89,1764277183.7424197
0.05,0.21,-0.88,-6.24,52.33,-5.52,-0.19,0.74,0.66,5.43,4.08,0.87,1764277183.7577395
0.04,0.25,-0.90,-4.56,42.67,2.39,-0.20,0.74,0.68,7.20,2.50,0.34,1764277183.7777905
0.06,0.24,-0.88,-3.80,31.53,1.49,-0.19,0.74,0.66,5.92,0.76,0.53,1764277183.7974722
0.06,0.22,-0.94,-2.47,21.11,6.58,-0.20,0.75,0.66,4.31,0.40,0.59,1764277183.8155406
0.05,0.18,-0.95,-2.30,16.47,4.18,-0.21,0.75,0.67,2.44,2.26,-0.07,1764277183.829656
0.06,0.21,-1.00,-2.35,13.82,0.75,-0.21,0.75,0.67,2.04,2.85,0.31,1764277183.851232
0.05,0.23,-1.10,-1.76,28.05,4.55,-0.20,0.75,0.68,3.39,2.15,0.49,1764277183.8675168
0.05,0.21,-1.02,-2.86,41.81,4.17,-0.20,0.75,0.68,3.91,2.50,0.44,1764277183.8834329
0.08,0.21,-0.92,-5.05,32.11,2.22,-0.20,0.75,0.67,4.37,1.57,1.05,1764277183.9030104
0.09,0.22,-0.96,-4.67,22.25,1.96,-0.20,0.75,0.68,4.64,-0.15,1.00,1764277183.9233065
0.08,0.26,-0.75,-1.91,8.33,7.99,-0.19,0.76,0.69,4.40,0.96,0.94,1764277183.9368389
0.04,0.30,0.57,10.60,-124.13,11.60,-0.18,0.77,0.69,2.87,2.47,2.04,1764277183.9562798
-0.31,0.42,1.57,43.64,-250.14,48.98,-0.13,0.78,0.60,-5.55,-6.98,-1.24,1764277183.977242
-1.61,-0.36,-1.38,74.97,-250.14,28.42,-0.16,0.68,0.67,-30.56,-10.69,-12.89,1764277183.9909172
-1.50,0.11,-2.00,-21.81,-250.14,-57.79,-0.27,0.71,0.73,-27.22,6.98,-14.31,1764277184.016892
-1.03,0.20,-2.00,-36.71,-250.14,-23.36,-0.19,0.70,0.67,-26.95,7.60,-8.60,1764277184.0313811
-1.06,0.25,-2.00,-33.02,-250.14,-13.82,-0.24,0.70,0.71,-18.89,15.47,-6.95,1764277184.1061006
-0.76,0.22,-0.79,-19.60,-250.14,-0.56,-0.20,0.65,0.68,-32.03,10.42,-3.78,1764277184.1062534
-1.04,0.22,-1.15,-26.01,-159.77,4.04,-0.25,0.70,0.75,-22.05,7.42,0.15,1764277184.1062922
-1.01,0.24,-1.05,-7.94,-10.08,11.81,-0.22,0.74,0.78,1.95,-6.89,-1.05,1764277184.1063235
-1.12,0.09,-0.57,-8.82,64.09,7.05,-0.25,0.73,0.73,18.94,-4.58,-0.16,1764277184.117177
-0.83,0.17,-0.51,-6.34,43.21,-0.76,-0.18,0.73,0.69,13.10,2.68,-0.01,1764277184.1350772
-0.83,0.25,-0.50,-2.01,49.88,-1.26,-0.16,0.72,0.72,12.89,1.99,-3.47,1764277184.1532454
-0.79,0.23,-0.58,-0.91,59.05,-4.31,-0.17,0.73,0.68,5.42,2.68,-4.69,1764277184.179355
-0.89,0.23,-0.77,-1.76,99.22,-5.03,-0.19,0.74,0.74,11.44,0.28,-5.03,1764277184.194584
-1.01,0.24,-0.94,3.40,185.70,-1.24,-0.20,0.74,0.76,26.28,-0.59,-1.30,1764277184.2110634
-0.83,0.24,-0.74,6.39,250.13,6.52,-0.19,0.74,0.69,30.05,-0.53,2.81,1764277184.2277155
-0.81,0.22,-0.89,8.96,250.13,13.33,-0.20,0.73,0.67,25.07,4.51,4.50,1764277184.2442646
-0.88,0.22,-1.02,12.51,250.13,22.63,-0.22,0.73,0.70,23.22,-0.87,6.02,1764277184.2688675
-0.77,0.10,-0.83,-3.64,250.13,18.01,-0.23,0.73,0.69,14.15,-2.54,7.88,1764277184.279355
-0.70,0.12,-0.68,-12.79,250.13,6.81,-0.23,0.74,0.68,13.76,-2.95,9.97,1764277184.3059297
-0.59,0.17,-0.72,-20.29,250.13,2.40,-0.24,0.74,0.69,15.87,-4.09,12.69,1764277184.3218868
-0.44,0.17,-0.65,-25.78,250.13,-0.15,-0.21,0.73,0.67,13.82,1.88,10.77,1764277184.338425
-0.22,0.20,-0.72,-22.53,232.58,-1.76,-0.18,0.73,0.66,8.80,-0.60,8.98,1764277184.3534803
-0.16,0.26,-0.78,-21.02,185.00,-3.92,-0.17,0.74,0.67,4.52,-1.46,5.24,1764277184.3694754
-0.15,0.32,-0.91,-16.86,174.37,5.60,-0.17,0.74,0.66,4.46,-2.01,3.32,1764277184.400191
-0.09,0.26,-0.71,-9.95,127.06,8.40,-0.18,0.75,0.68,6.75,-0.40,2.81,1764277184.4163287
-0.01,0.24,-0.78,-7.99,85.09,6.49,-0.16,0.75,0.66,5.68,0.52,1.36,1764277184.4322546
0.00,0.25,-0.84,-5.18,57.24,7.50,-0.17,0.75,0.68,4.80,1.34,0.35,1764277184.4483163
0.02,0.25,-0.99,-3.35,47.19,8.40,-0.17,0.75,0.68,6.47,-0.24,-0.16,1764277184.4637606
0.03,0.23,-0.93,-2.58,37.91,5.89,-0.18,0.74,0.68,6.33,0.56,0.44,1764277184.4797804
0.05,0.25,-0.93,-4.09,31.53,6.41,-0.18,0.75,0.66,6.19,0.89,0.27,1764277184.495684
0.03,0.25,-0.97,-3.31,21.18,7.82,-0.19,0.75,0.68,7.46,-0.93,0.10,1764277184.527626
0.07,0.22,-1.03,-4.13,34.56,5.29,-0.18,0.75,0.66,6.27,1.16,0.50,1764277184.5307481
0.06,0.26,-0.93,-2.30,30.07,6.62,-0.19,0.75,0.68,7.05,1.41,0.05,1764277184.551659
0.09,0.23,-0.97,-3.02,30.82,4.40,-0.18,0.75,0.66,5.52,1.50,0.49,1764277184.5678458
0.11,0.24,-0.76,-1.64,0.81,5.60,-0.18,0.75,0.68,5.73,0.28,-0.02,1764277184.5899386
0.08,0.25,0.49,6.98,-99.53,9.58,-0.18,0.77,0.69,1.50,2.21,0.63,1764277184.6028676
-0.31,0.50,2.00,57.70,-250.14,52.66,-0.16,0.79,0.62,-7.87,-6.19,-0.74,1764277184.6214864
-1.98,0.06,0.01,55.31,-250.14,78.69,-0.18,0.72,0.65,-25.30,-6.37,-17.33,1764277184.6528466
-2.00,-0.28,-2.00,-70.89,-250.14,-45.53,-0.29,0.68,0.71,-33.32,22.31,-21.18,1764277184.6682806
-0.80,0.62,-2.00,0.99,-250.14,26.89,-0.15,0.72,0.61,-20.20,24.39,-20.30,1764277184.684262
-1.23,-0.40,-1.89,-8.82,-250.14,-20.06,-0.18,0.70,0.70,-30.28,20.82,-13.66,1764277184.6997952
-1.08,0.15,-1.19,17.11,-156.46,13.80,-0.24,0.72,0.75,-5.01,1.87,-10.88,1764277184.7157784
-1.04,0.26,-0.86,3.76,-41.66,12.31,-0.26,0.76,0.73,12.73,-0.02,-4.75,1764277184.731054
-0.97,0.14,-0.63,12.17,-2.60,4.22,-0.25,0.74,0.70,18.76,7.56,-3.05,1764277184.7568831
-0.85,0.20,-0.52,4.91,18.32,-1.87,-0.22,0.73,0.65,19.09,11.81,-1.69,1764277184.764493
-0.56,0.26,-0.26,-6.10,-4.76,-2.92,-0.18,0.74,0.60,6.57,6.94,-2.76,1764277184.782344
-0.80,0.21,-0.55,-7.97,3.14,-0.72,-0.22,0.74,0.70,2.45,1.63,-1.66,1764277184.800131
-0.84,0.18,-0.57,-20.69,30.38,0.98,-0.21,0.73,0.70,3.46,-6.79,2.63,1764277184.818313
-0.84,0.17,-0.81,-33.27,70.63,-0.35,-0.19,0.74,0.67,2.21,-7.01,6.34,1764277184.8365896
-0.92,0.21,-0.83,-41.83,167.39,-9.81,-0.21,0.74,0.72,9.87,-8.17,8.55,1764277184.8543673
-0.89,0.24,-0.83,-28.44,212.98,-4.76,-0.22,0.74,0.71,9.78,-8.08,8.30,1764277184.8724747
-0.86,0.29,-0.71,-22.00,249.85,-6.94,-0.20,0.74,0.69,11.27,-2.18,8.19,1764277184.890354
-0.81,0.27,-0.88,-10.46,250.13,-3.27,-0.20,0.75,0.70,13.70,-2.54,10.30,1764277184.9110117
-0.89,0.23,-1.08,-6.23,250.13,-1.94,-0.16,0.75,0.72,14.39,-7.98,12.48,1764277184.92797
-0.80,0.20,-0.88,-3.53,250.13,-4.37,-0.19,0.75,0.68,11.36,-6.97,12.90,1764277184.9449618
-0.65,0.27,-0.72,-5.85,250.13,-8.24,-0.19,0.75,0.69,8.69,-8.24,10.92,1764277184.9670997
-0.57,0.31,-0.48,-13.82,250.13,-2.95,-0.19,0.75,0.69,5.76,-4.99,8.21,1764277184.980385
-0.37,0.33,-0.54,-8.58,235.20,-2.33,-0.18,0.76,0.68,5.81,-1.20,4.23,1764277184.9984453
-0.26,0.39,-0.87,-2.71,183.80,7.65,-0.18,0.75,0.69,6.87,-1.47,1.33,1764277185.0165076
-0.20,0.28,-0.98,1.00,179.11,13.59,-0.18,0.74,0.69,8.12,1.15,0.06,1764277185.0371106
-0.07,0.25,-1.16,-1.27,206.67,11.21,-0.17,0.75,0.69,6.21,-0.11,-0.85,1764277185.0527618
-0.11,0.26,-0.74,-13.93,184.79,11.85,-0.17,0.75,0.69,6.65,-0.53,-0.27,1764277185.070895
0.01,0.28,-0.76,-11.88,140.40,14.98,-0.17,0.75,0.68,7.34,-3.21,-0.46,1764277185.088178
-0.02,0.29,-0.95,-13.00,113.32,14.59,-0.18,0.74,0.68,9.11,-3.35,-0.89,1764277185.1066356
0.12,0.18,-0.94,-12.27,114.21,12.60,-0.18,0.74,0.66,7.95,0.50,-1.32,1764277185.1243722
0.11,0.25,-0.69,-6.32,82.95,5.06,-0.19,0.74,0.67,6.40,2.34,-1.95,1764277185.144616
0.19,0.33,-0.75,-2.02,63.80,14.65,-0.17,0.74,0.65,2.08,-0.99,-2.61,1764277185.1613002
0.11,0.30,-1.03,-0.27,42.54,17.64,-0.19,0.74,0.69,4.06,-5.08,-2.09,1764277185.2210393
0.13,0.21,-0.88,-8.90,42.35,14.76,-0.19,0.76,0.69,7.91,-2.98,-0.63,1764277185.221221
0.13,0.31,-1.10,-9.01,40.09,14.92,-0.19,0.76,0.70,13.58,-1.42,-1.09,1764277185.2212563
0.20,0.25,-0.79,-4.05,29.18,10.22,-0.17,0.76,0.67,14.49,2.43,-2.79,1764277185.2324536
0.28,0.27,-0.83,0.78,17.49,11.47,-0.16,0.74,0.64,8.11,2.18,-5.66,1764277185.25056
0.23,0.26,-0.73,6.15,-10.66,8.27,-0.19,0.76,0.67,4.85,1.47,-5.94,1764277185.268463
0.22,0.26,0.80,26.45,-134.85,12.34,-0.19,0.78,0.67,2.91,0.90,-0.92,1764277185.2862895
-0.29,0.40,0.59,41.61,-250.14,30.74,-0.20,0.78,0.73,3.27,-2.56,0.53,1764277185.3059034
-0.93,-0.06,0.37,37.49,-250.14,60.22,-0.13,0.75,0.62,-7.13,-13.57,-4.31,1764277185.3221893
-2.00,-1.01,-1.10,-4.66,-250.14,-84.78,-0.26,0.70,0.62,-35.31,8.76,-6.86,1764277185.3446145
-1.69,1.20,-2.00,-38.76,-250.14,-33.79,-0.21,0.78,0.64,-18.85,20.34,-17.92,1764277185.3587976
-0.81,0.09,-2.00,-38.66,-250.14,-33.11,-0.22,0.69,0.64,-29.08,20.02,-12.11,1764277185.376423
-0.80,0.11,-1.46,-22.18,-176.61,-21.37,-0.20,0.72,0.72,-14.94,19.01,-8.57,1764277185.3946347
-1.12,0.23,-1.27,-15.77,47.47,-12.05,-0.23,0.76,0.77,10.12,7.44,-3.88,1764277185.4120193
-0.87,0.25,-1.06,-3.79,145.85,-6.24,-0.20,0.75,0.69,22.18,0.26,1.79,1764277185.430561
-0.89,0.28,-1.33,0.93,250.13,0.00,-0.20,0.75,0.71,30.34,-0.89,5.67,1764277185.4487498
-0.88,0.35,-1.17,3.96,250.13,15.08,-0.19,0.75,0.67,31.68,-1.68,6.96,1764277185.4662092
-0.70,0.22,-0.20,5.81,250.13,16.85,-0.19,0.75,0.63,20.13,0.69,2.78,1764277185.4845896
-0.53,0.22,-0.55,6.01,250.13,16.46,-0.18,0.74,0.65,6.36,-0.34,1.53,1764277185.502492
-0.58,0.16,-0.88,-4.85,250.13,7.88,-0.25,0.74,0.69,4.15,-0.82,3.07,1764277185.520287
-0.49,0.27,-0.85,-2.08,250.13,8.98,-0.20,0.76,0.69,7.74,-3.20,3.72,1764277185.5387251
-0.39,0.18,-1.07,-7.05,250.13,16.00,-0.20,0.75,0.69,9.19,-5.41,5.55,1764277185.557238
-0.33,0.21,-0.59,-40.58,247.74,13.31,-0.20,0.77,0.69,10.43,-5.39,6.52,1764277185.5745685
-0.15,0.33,-0.83,-16.28,215.06,16.20,-0.18,0.76,0.68,8.43,-7.53,5.53,1764277185.5926054
-0.06,0.25,-0.64,-22.21,157.92,19.50,-0.17,0.77,0.69,8.48,-9.26,3.99,1764277185.6105397
-0.03,0.33,-1.00,-24.97,157.94,26.64,-0.17,0.76,0.68,9.89,-9.93,2.03,1764277185.6282387
-0.01,0.20,-0.73,-14.05,116.59,17.66,-0.18,0.75,0.67,11.91,-3.90,-0.48,1764277185.6494381
0.09,0.21,-0.70,-5.13,65.99,14.29,-0.17,0.75,0.67,8.59,1.23,-2.36,1764277185.6648357
0.11,0.25,-0.86,0.92,36.73,9.41,-0.17,0.75,0.66,8.70,1.34,-3.21,1764277185.6963665
0.15,0.21,-0.71,5.67,9.64,6.89,-0.17,0.74,0.64,4.08,2.21,-2.75,1764277185.7003436
0.14,0.21,-0.97,1.61,1.16,4.89,-0.18,0.75,0.65,0.89,1.45,-0.58,1764277185.7187443
